                x           y           z
27931   95.278499 -143.217389  256.969000
27932   96.978802 -141.927631  253.733945
27933   99.739328 -139.779177  254.516492
27934  104.277150 -136.225927  254.886064
27935  108.314744 -133.091426  253.066653
27936  112.832921 -129.381903  250.242590
27937  116.844836 -125.872862  245.004692
27938  121.046019 -121.825213  244.267323
27939  123.600219 -119.435878  244.367371
27940  124.891490 -118.270461  246.523598
27941  124.829746 -118.652716  245.039455
27942  124.847801 -118.766770  246.377502
27943  125.062233 -118.562245  244.576166
27944  125.638037 -117.875265  243.696282
27945  126.818897 -116.406738  248.479226
27946  128.266529 -114.654172  253.852393
27947  131.032435 -111.235671  255.016013
27948  133.565799 -108.027805  253.799496
27949  135.282061 -105.864707  251.819289
27950  136.273975 -104.670792  248.980730
27951  136.995089 -103.820244  247.257536
27952  138.329372 -101.963824  244.858974
27953  140.934706  -98.154254  246.020602
27954  143.558243  -94.169703  245.478850
27955  145.607073  -91.078087  242.516140
27956  147.567485  -88.069891  240.247298
27957  148.694972  -86.532268  241.404238
27958  149.369392  -85.585249  245.329204
27959  149.694707  -85.168832  247.904852
27960  150.112051  -84.371759  248.829547
27961  150.326482  -84.053108  248.243026
27962  151.031068  -82.579550  245.333712
27963  151.753439  -81.182446  243.283825
27964  152.341973  -80.295359  240.857437
27965  153.380424  -78.632588  239.167371
27966  154.324947  -76.991991  237.674542
27967  154.944322  -75.943563  241.021987
27968  155.543421  -74.628978  242.092511
27969  156.000928  -73.611108  242.760160
27970  156.654236  -71.963725  243.863629
27971  157.752386  -69.010834  243.232951
27972  159.460525  -64.388323  245.757685
27973  160.765179  -61.054661  247.950644
27974  161.667266  -58.764889  246.227603
27975  162.114656  -57.978345  249.057477
27976  162.520892  -57.190360  249.271656
27977  163.232614  -55.159144  250.408263
27978  164.146720  -52.767220  251.897709
27979  164.998360  -50.102083  252.352114
27980  165.634000  -48.038870  249.854301
27981  166.242816  -45.614870  252.459355
27982  166.976601  -42.234960  254.341902
27983  167.916967  -38.009501  253.334839
27984  168.748083  -33.625089  255.371812
27985  169.336321  -30.883411  257.901311
27986  169.828498  -28.464095  256.756999
27987  170.385160  -25.714888  257.728580
27988  170.790113  -22.992299  258.953659
27989  171.037998  -20.560782  257.390152
27990  171.176243  -17.882431  258.012293
27991  171.283687  -15.732578  256.662536
27992  171.382348  -12.564957  253.545616
27993  171.510683   -7.507774  249.704940
27994  171.657175   -3.518491  244.735377
27995  171.817938   -0.993314  239.893596
27996  172.053238    0.015848  239.771652
27997  172.172716    2.525868  238.534468
27998  172.114160    5.374898  241.273750
27999  172.113062    7.070831  243.674711
28000  171.977598    8.925822  243.110203
28001  171.801978   10.759813  240.178063
28002  171.457637   13.565718  240.078152
28003  170.780480   18.587681  240.215501
28004  170.186584   22.944938  242.061918
28005  169.741225   26.174001  248.705812
28006  169.350773   28.821372  253.680306
28007  168.612408   32.784967  254.585192
28008  167.841373   36.427321  253.220373
28009  167.298868   38.954496  250.485877
28010  166.866410   40.874784  247.087168
28011  166.317772   43.032010  244.442408
28012  165.278592   46.715820  241.454551
28013  164.425391   49.756152  234.467364
28014  164.057600   51.393339  229.811589
28015  163.485465   53.278708  228.960603
28016  162.557518   55.906884  229.856063
28017  161.527426   58.917333  234.491795
28018  160.763478   61.187270  237.167201
28019  160.461699   62.324354  237.837579
28020  160.029840   63.510865  238.395804
28021  159.554977   64.711051  236.383328
28022  158.333814   67.308439  236.402667
28023  156.649248   70.928426  240.592713
28024  155.112997   74.122721  247.218498
28025  154.513048   75.622880  250.037770
28026  154.098485   76.653980  252.810846
28027  153.321165   78.162746  256.018688
28028  151.883711   80.701248  258.605080
28029  150.379095   83.502874  260.078074
28030  149.312586   85.547784  257.894139
28031  148.287244   87.306259  258.060643
28032  146.754957   89.556282  256.984541
28033  145.111100   91.884760  253.056720
28034  143.796164   93.805154  250.928992
28035  142.544883   95.717428  248.161640
28036  140.795650   98.422920  245.098723
28037  139.669972  100.374698  240.750141
28038  138.025451  102.783006  235.997815
28039  136.480681  105.119678  235.333616
28040  134.703927  107.415701  232.940543
28041  133.050245  109.351400  229.927062
28042  132.559797  110.057949  228.348695
28043  131.639075  111.102028  229.110574
28044  130.174419  112.661335  231.080071
28045  127.919215  115.018381  236.175185
28046  125.735452  117.475143  240.660568
28047  123.353803  119.955737  242.935326
28048  121.219053  122.090582  246.075551
28049  119.341248  123.945319  245.007316
28050  116.171840  126.851653  245.657868
28051  113.912396  129.014550  247.905325
28052  111.294760  131.241700  247.737104
28053  109.196805  133.027693  247.994641
28054  106.544377  135.218487  251.317781
28055  104.199337  137.070016  251.162803
28056  101.910456  138.707301  248.968267
28057   99.640181  140.220838  244.022784
28058   98.028547  141.336545  241.873849
28059   96.604117  142.381707  239.771670
28060   95.155262  143.560433  239.121189
28061   94.457231  144.291974  238.436499
28062   93.512058  145.001080  238.138333
28063   92.390521  145.701551  238.816389
28064   90.263175  146.824742  241.676893
28065   88.842051  147.647403  246.167428
28066   87.189270  148.633777  249.831514
28067   84.765824  150.107939  249.473462
28068   82.174940  151.545705  249.199342
28069   79.428164  152.895719  248.876484
28070   76.714452  154.139792  247.893511
28071   73.862218  155.408928  243.609339
28072   70.881936  156.797722  237.512516
28073   68.213818  157.952012  233.410994
28074   67.158138  158.503370  230.064419
28075   66.271654  158.891826  230.632266
28076   66.058639  159.040011  231.231497
28077   65.289086  159.323347  234.868925
28078   64.303997  159.680506  239.678388
28079   61.952314  160.443239  244.966742
28080   59.413631  161.314548  246.888697
28081   56.586326  162.378719  248.107260
28082   54.079594  163.279339  251.442528
28083   50.697725  164.208031  252.597142
28084   47.855715  164.951365  255.946412
28085   45.461338  165.586968  259.137953
28086   41.617218  166.542750  260.991350
28087   38.016734  167.375733  261.898170
28088   35.232040  167.990458  261.601794
28089   33.296840  168.430888  258.435816
28090   31.859304  168.796853  252.737059
28091   28.421890  169.441976  249.854234
28092   23.450289  170.059824  245.443898
28093   18.918205  170.561224  243.560031
28094   13.785468  171.033462  242.600061
28095   10.082099  171.393496  238.472382
28096    7.594717  171.648571  234.658711
28097    5.275417  171.823005  234.182402
28098    1.574815  171.946146  237.770974
28099   -2.226857  171.950619  243.281327
28100   -6.945335  171.704225  245.367613
28101  -11.715362  171.425968  242.805740
28102  -15.947424  171.045987  243.469009
28103  -19.449431  170.630329  239.722046
28104  -22.290449  170.250281  237.066195
28105  -24.670370  169.946746  236.633358
28106  -27.514834  169.611980  236.862704
28107  -30.209223  169.231776  238.130607
28108  -33.910777  168.434473  240.863367
28109  -37.331905  167.675840  244.181199
28110  -40.827361  166.943776  241.820501
28111  -43.640201  166.349914  238.653604
28112  -47.033055  165.397364  234.292081
28113  -51.312565  164.054293  231.199132
28114  -53.796834  163.387973  230.405675
28115  -55.299830  162.987789  233.992710
28116  -56.538254  162.572630  237.910569
28117  -57.228027  162.363360  242.322897
28118  -57.922320  162.144528  242.981041
28119  -59.262114  161.639005  244.987813
28120  -60.613498  161.195741  244.583323
28121  -63.145956  160.306349  244.374325
28122  -65.881720  159.206738  248.166685
28123  -68.688712  157.914411  250.185987
28124  -71.660258  156.421372  246.187089
28125  -74.231377  155.142064  244.450946
28126  -77.735148  153.379235  249.321286
28127  -81.257777  151.463940  252.597797
28128  -83.678973  150.167307  255.741958
28129  -85.285989  149.351633  256.089601
28130  -86.201311  149.016571  256.446530
28131  -87.676587  148.381016  257.746327
28132  -88.789926  147.913763  256.577773
28133  -89.730794  147.406745  256.351309
28134  -89.804433  147.495472  253.998585
28135  -89.962829  147.431058  251.606203
28136  -90.637684  146.892675  249.425355
28137  -91.517328  146.173487  249.291115
28138  -92.117713  145.700781  247.847552
28139  -92.985490  145.020693  245.387919
28140  -93.769695  144.439668  248.124312
28141  -94.810238  143.679405  247.815266
28142  -95.603861  143.181637  248.300526
28143  -97.264118  142.021723  243.772210
28144 -100.257200  139.880027  240.859699
28145 -103.558784  137.314745  241.346149
28146 -105.772237  135.639280  240.941695
28147 -107.365442  134.451456  238.521200
28148 -109.436352  132.753645  237.039147
28149 -111.504870  131.167477  239.958526
28150 -113.337779  129.654801  243.731359
28151 -114.959129  128.170980  243.040295
28152 -115.987670  127.243128  240.580049
28153 -117.191363  126.059915  242.561422
28154 -118.118318  125.225604  243.655042
28155 -119.819698  123.566592  249.628866
28156 -122.948818  120.418613  252.118956
28157 -126.211851  117.023581  252.962796
28158 -129.297341  113.802305  253.345382
28159 -131.723649  111.089830  250.190684
28160 -133.577009  108.806558  245.547916
28161 -134.733007  107.360730  241.027944
28162 -135.754901  106.012717  241.247300
28163 -137.070676  104.196577  240.202186
28164 -139.253646  101.126486  243.558333
28165 -141.301443   98.109217  242.744227
28166 -142.761293   95.932637  241.505559
28167 -144.119713   93.721752  242.103641
28168 -145.114912   92.139514  240.244234
28169 -145.919939   90.964842  239.121039
28170 -147.542660   88.331761  241.837814
28171 -148.803416   86.387230  243.107655
28172 -149.487568   85.525802  247.337297
28173 -150.234878   84.264386  249.546301
28174 -150.989058   82.897006  252.425033
28175 -151.865600   81.279202  250.805003
28176 -153.245568   78.658078  252.013305
28177 -154.255345   76.846913  254.359905
28178 -154.984831   75.391489  254.540370
28179 -155.414417   74.479517  253.392685
28180 -155.835722   73.351172  251.001547
28181 -156.256697   72.117093  254.060448
28182 -156.690150   70.822800  258.224938
28183 -157.044387   69.812080  258.893909
28184 -157.299970   69.179322  258.477759
28185 -157.745765   68.028431  256.235734
28186 -158.105707   67.275712  253.323455
28187 -158.859359   65.434166  246.095845
28188 -159.902859   62.969245  241.713853
28189 -160.600607   61.570929  243.885663
28190 -160.997357   60.865275  243.431295
28191 -161.337549   59.928719  246.445626
28192 -161.443035   59.757991  245.917561
28193 -161.518164   59.615192  240.499578
28194 -161.874538   58.231296  236.927395
28195 -162.303671   56.597126  233.479895
28196 -162.666856   55.377248  231.540133
28197 -163.173028   53.701093  232.572306
28198 -163.688129   52.229170  232.664536
28199 -164.455403   50.081352  235.588467
28200 -165.010701   48.769421  238.805363
28201 -165.350926   48.025378  241.967981
28202 -165.556132   47.519934  239.739712
28203 -165.755810   46.667804  239.551625
28204 -166.014312   45.278003  240.078506
28205 -166.282210   43.876782  238.737000
28206 -166.564968   42.553330  234.315562
28207 -166.839628   41.578223  232.095090
28208 -167.407423   38.967644  229.126618
28209 -168.166276   35.873228  228.327690
28210 -168.886160   32.039271  230.171455
28211 -169.432587   29.222548  234.562129
28212 -169.877526   27.124382  238.808291
28213 -170.394614   24.654900  243.632802
28214 -170.774285   22.224748  246.541639
28215 -171.007802   20.119830  246.599265
28216 -171.141780   18.053761  245.229686
28217 -171.253058   16.969827  247.404847
28218 -171.377984   16.284225  247.329427
28219 -171.520885   14.319677  250.151518
28220 -171.746322   11.125194  253.679355
28221 -171.879788    7.982725  258.493331
28222 -171.977651    5.983018  259.425976
28223 -171.996040    4.298732  260.885318
28224 -171.913275    2.147475  269.905960
28225 -171.776045   -0.490304  279.485252
28226 -171.473945   -5.231327  297.039205
28227 -171.185983   -9.617460  311.552052
28228 -170.929525  -13.346710  320.644809
28229 -170.548228  -17.763435  324.032471
28230 -169.936078  -22.336687  320.275821
28231 -169.537956  -25.416008  320.173156
28232 -168.990981  -28.675188  321.174365
28233 -168.435509  -32.057121  321.261282
28234 -167.761509  -35.303703  320.041407
28235 -167.477755  -36.992006  315.549897
28236 -166.940302  -39.121374  314.947871
28237 -166.289923  -41.492948  317.867083
28238 -165.651253  -43.918259  320.326354
28239 -165.152560  -46.280943  321.876552
28240 -164.433359  -48.910454  322.108471
28241 -163.890733  -50.892536  321.501606
28242 -163.009595  -53.499821  318.316231
28243 -161.267596  -58.114171  311.713966
28244 -159.570696  -62.413208  309.309658
28245 -157.906620  -66.331816  307.386298
28246 -156.335126  -69.887684  308.606597
28247 -154.985750  -73.093828  308.728425
28248 -153.439996  -76.315337  304.711588
28249 -151.384533  -80.071288  302.517670
28250 -148.569743  -84.925149  301.426816
28251 -145.843081  -89.381648  304.235125
28252 -143.302410  -93.312947  308.295031
28253 -140.445840  -97.541090  315.517143
28254 -137.603542 -101.437770  321.213872
28255 -134.171157 -105.699438  327.595395
28256 -129.619461 -111.047780  330.294544
28257 -125.717625 -115.552499  328.339105
28258 -121.930405 -119.787183  329.183894
28259 -117.808853 -123.931046  328.439960
28260 -113.784782 -127.787147  325.203775
28261 -109.743996 -131.276662  321.801873
28262 -106.298713 -134.091329  318.095633
28263 -102.604100 -136.967816  314.311087
28264  -99.599644 -139.223286  313.235744
28265  -97.681909 -140.683606  316.156052
28266  -95.355762 -142.273505  318.749195
28267  -91.800468 -144.558898  320.038745
28268  -89.366566 -146.217876  317.179870
28269  -86.645729 -147.868093  311.292796
28270  -82.037800 -150.314699  306.061834
28271  -78.695356 -152.115429  305.156564
28272  -76.836069 -153.169161  307.549333
28273  -75.955287 -153.729057  305.424625
28274  -74.917242 -154.284222  302.302748
28275  -72.651126 -155.284553  301.415605
28276  -68.893778 -156.901384  304.242487
28277  -65.591684 -158.306570  307.315581
28278  -62.571149 -159.501007  305.990325
28279  -58.723495 -160.833318  305.666194
28280  -53.847005 -162.446164  308.262760
28281  -50.303665 -163.671836  310.831720
28282  -46.810710 -164.745646  308.673178
28283  -42.526111 -165.926436  308.321806
28284  -38.645441 -166.877590  304.790809
28285  -36.147829 -167.510167  302.521647
28286  -33.463158 -168.064010  304.118459
28287  -28.702378 -168.833522  304.564760
28288  -24.650299 -169.473425  303.892672
28289  -22.252547 -169.933885  304.264001
28290  -19.829054 -170.312447  302.602808
28291  -17.178183 -170.731128  302.604613
28292  -14.229287 -170.983190  303.932516
28293  -11.965257 -171.120654  304.127659
28294  -11.307967 -171.253985  305.842745
28295   -9.768480 -171.295065  307.040346
28296   -8.396121 -171.354152  309.753302
28297   -6.648705 -171.435669  307.541722
28298   -3.614788 -171.546685  305.731031
28299   -0.855461 -171.611378  308.338691
28300    1.511815 -171.595369  308.611491
28301    3.015516 -171.605118  305.704645
28302    3.996512 -171.652072  302.030903
28303    5.991826 -171.573440  299.610896
28304   10.363767 -171.244523  297.857774
28305   13.965315 -171.014883  298.376708
28306   17.644668 -170.632705  299.108162
28307   20.648290 -170.318675  301.618565
28308   23.398165 -170.087472  308.311242
28309   25.125491 -169.988978  312.977477
28310   26.353705 -169.866623  315.980799
28311   27.532091 -169.643362  318.106310
28312   29.000437 -169.275204  320.554559
28313   31.302561 -168.638051  319.508152
28314   33.121099 -168.171154  322.605459
28315   34.841342 -167.776863  323.838058
28316   36.311610 -167.523165  323.854938
28317   38.068388 -167.299057  325.287911
28318   39.405358 -167.144153  323.520619
28319   40.383371 -166.997313  321.913575
28320   40.118348 -167.250071  317.012244
28321   39.974697 -167.403754  312.283286
28322   40.546049 -167.260157  311.746701
28323   42.078235 -166.749698  313.058497
28324   44.166463 -166.057476  314.148988
28325   47.665308 -164.862612  313.019564
28326   51.501124 -163.653997  310.124764
28327   54.532817 -162.715593  308.275967
28328   57.871347 -161.469476  304.560784
28329   61.704709 -159.888719  303.487634
28330   65.373886 -158.424326  305.780196
28331   68.965742 -156.804884  306.709598
28332   71.149490 -155.843231  311.513678
28333   73.285666 -154.797080  313.208097
28334   75.608306 -153.605720  311.670919
28335   78.853325 -151.907910  313.844485
28336   80.932947 -150.907045  315.494445
28337   82.491496 -150.101738  318.916523
28338   83.000742 -149.923321  321.811523
28339   83.606479 -149.612441  321.642449
28340   83.813376 -149.577212  319.249972
28341   84.150905 -149.474805  317.877747
28342   85.475529 -148.719206  315.991148
28343   88.678741 -146.733274  318.867236
28344   91.883391 -144.649213  325.446059
28345   94.120485 -143.195535  329.329762
28346   96.726459 -141.284707  332.177898
28347   98.895118 -139.680829  331.998513
28348  101.214429 -137.957844  328.541556
28349  104.148589 -135.807969  325.174468
28350  106.462348 -134.170566  325.340758
28351  109.101657 -132.082770  325.076141
28352  111.941200 -129.773078  323.155617
28353  113.443274 -128.747854  323.221572
28354  114.315427 -128.191230  322.233314
28355  115.309852 -127.327050  320.359097
28356  116.443007 -126.243496  323.427265
28357  118.531603 -124.066609  326.492490
28358  121.783169 -120.654156  326.159566
28359  124.564067 -117.730820  324.674183
28360  126.482035 -115.761558  325.320941
28361  128.092775 -114.068664  322.941183
28362  130.621082 -111.139843  320.981627
28363  133.054118 -108.108464  321.140962
28364  135.237955 -105.171667  322.048552
28365  136.810762 -103.036376  319.435447
28366  138.811900 -100.122505  318.179354
28367  141.874260  -95.542252  318.555929
28368  144.767283  -91.133745  314.133530
28369  147.302643  -87.284567  312.673857
28370  149.241771  -84.138359  309.919632
28371  150.462317  -82.142462  310.660700
28372  151.098520  -81.250100  306.338356
28373  152.056922  -79.472638  303.865151
28374  153.551323  -76.565027  299.238625
28375  154.999723  -73.479629  296.145395
28376  156.165463  -70.845329  294.437232
28377  157.318136  -67.955598  294.242458
28378  158.297815  -65.533364  295.888337
28379  159.696738  -61.934731  299.265544
28380  160.775988  -59.268372  305.554973
28381  161.328677  -58.313525  307.114987
28382  161.783111  -57.404976  306.851555
28383  162.529833  -55.110287  308.675657
28384  163.776856  -50.844834  311.424945
28385  164.713527  -48.038335  308.930603
28386  165.514927  -45.128896  307.260937
28387  166.195391  -42.381213  307.489028
28388  166.808505  -39.932627  310.263182
28389  167.608381  -36.617875  314.817779
28390  168.228867  -34.560100  322.189383
28391  168.718812  -32.665368  326.545130
28392  169.183740  -30.168472  329.745834
28393  169.788642  -26.009094  329.466047
28394  170.272697  -22.610067  327.209747
28395  170.601283  -20.037608  322.056252
28396  170.817193  -17.427510  321.205012
28397  170.986314  -14.284415  322.867897
28398  171.196715   -9.935012  325.415139
28399  171.278794   -5.516714  327.631972
28400  171.186832   -0.886345  328.186555
28401  170.993538    3.805394  324.918684
28402  170.793543    8.586145  323.626019
28403  170.601052   12.436612  320.072208
28404  170.092250   17.237101  318.029631
28405  169.469143   22.409654  312.451365
28406  168.922942   26.572101  310.186755
28407  168.378562   30.110679  313.039434
28408  167.606341   34.313222  318.434565
28409  166.840919   37.954595  320.258689
28410  165.834305   41.772204  315.153375
28411  164.843043   45.261676  311.576552
28412  163.496824   49.730900  312.054246
28413  162.451845   53.216604  309.086778
28414  161.729071   55.660613  306.217026
28415  161.250152   57.388477  305.872903
28416  160.931854   58.758919  304.902491
28417  160.349962   60.963683  308.054452
28418  159.349424   63.858015  306.234708
28419  157.681042   67.948098  303.568356
28420  155.663300   72.170358  303.624629
28421  154.462876   74.725140  308.551658
28422  153.178313   77.124954  312.326124
28423  152.077578   79.123997  312.862838
28424  150.855517   81.311996  317.124371
28425  149.195417   84.310151  319.138726
28426  147.783956   86.836737  317.355974
28427  146.466124   89.039206  317.314498
28428  145.015454   91.283246  317.333361
28429  144.088073   92.830351  314.826385
28430  142.033838   95.908829  316.783111
28431  140.714664   98.072584  316.093157
28432  139.289782  100.171126  311.280739
28433  137.340574  102.730676  308.277338
28434  134.169700  106.635402  306.824687
28435  131.836373  109.589034  310.055464
28436  130.301211  111.594630  315.270824
28437  128.547149  113.685370  320.775184
28438  126.888075  115.735904  320.777652
28439  125.310063  117.513834  321.795625
28440  124.172736  118.737022  323.446742
28441  123.333407  119.591110  324.522809
28442  122.196884  120.619086  321.557244
28443  120.524378  122.065934  317.052051
28444  117.600039  124.534950  318.063141
28445  114.082050  127.574576  316.698023
28446  111.101746  130.115451  314.400015
28447  107.974848  132.572932  314.068690
28448  105.383170  134.556578  309.406713
28449  103.161749  136.252996  303.967990
28450   99.966163  138.657072  300.954675
28451   96.242789  141.273407  302.689195
28452   90.753759  144.787510  305.726115
28453   85.943011  147.774213  306.327359
28454   81.402701  150.452402  307.867184
28455   77.724310  152.441638  311.505476
28456   75.574138  153.577481  309.816597
28457   74.475422  154.153855  305.520981
28458   74.353539  154.299503  304.356707
28459   74.237134  154.429086  305.002288
28460   73.406066  154.841386  307.415678
28461   71.522646  155.684969  311.854193
28462   66.941508  157.594174  314.179941
28463   62.729409  159.377535  318.486996
28464   57.292033  161.432347  324.270890
28465   52.239755  163.156745  325.759030
28466   47.386577  164.599835  327.069530
28467   43.022887  165.850631  327.229540
28468   39.533917  166.741635  324.921937
28469   37.384073  167.281805  321.202733
28470   36.254764  167.600100  314.699858
28471   36.045691  167.790336  309.217188
28472   34.841914  168.109163  309.824069
28473   32.006237  168.693071  310.558956
28474   29.893569  169.183821  307.177174
28475   27.360896  169.547154  302.769949
28476   26.286381  169.779564  298.108033
28477   24.612262  169.981286  296.349751
28478   23.611775  170.176846  297.360265
28479   21.689736  170.442484  300.611218
28480   19.125340  170.848845  304.422970
28481   16.468740  171.155403  307.276338
28482   14.198120  171.351660  312.836592
28483   12.021256  171.466680  312.911170
28484    8.773270  171.494743  313.951370
28485    4.442687  171.513465  316.668124
28486    1.578828  171.593276  317.698618
28487   -0.108115  171.658019  313.741550
28488   -1.872224  171.582301  310.841447
28489   -4.363587  171.337232  310.017461
28490   -6.828333  171.078577  305.216074
28491   -9.174721  170.853718  301.270962
28492  -11.687624  170.647927  299.100291
28493  -14.500246  170.493712  297.174600
28494  -17.282118  170.254025  296.739171
28495  -19.263618  170.077474  299.481886
28496  -20.189719  170.063153  300.080497
28497  -21.225838  170.003190  303.369426
28498  -22.479162  169.920837  303.328234
28499  -25.407174  169.547997  304.487412
28500  -27.288427  169.432285  309.570668
28501  -29.212371  169.182939  314.595027
28502  -31.245730  168.820447  313.498574
28503  -34.685778  168.005422  314.020375
28504  -38.622519  167.100914  316.205893
28505  -40.983614  166.689406  317.456311
28506  -42.937827  166.288672  313.951541
28507  -45.667105  165.491143  308.848388
28508  -50.327059  163.932785  307.366172
28509  -53.884766  162.763950  310.900374
28510  -56.663023  161.776444  312.485124
28511  -58.955930  160.886012  312.296558
28512  -60.446003  160.330704  314.269245
28513  -62.769224  159.362175  316.254158
28514  -65.693589  158.169448  316.713748
28515  -67.531441  157.498741  314.993489
28516  -69.244249  156.734120  315.562113
28517  -70.385324  156.190128  314.308159
28518  -71.626092  155.517420  315.995683
28519  -73.650356  154.346460  316.771155
28520  -77.587472  152.023986  315.149200
28521  -82.887236  148.936789  312.311803
28522  -88.785050  145.280591  311.519384
28523  -94.574942  141.556226  312.833627
28524 -100.274035  137.505341  312.895359
28525 -107.188911  132.118060  313.647748
28526 -114.382565  126.073497  311.213940
28527 -121.433359  119.481864  313.029469
28528 -126.487756  114.506410  311.873943
28529 -129.860551  110.976109  313.096757
28530 -132.483993  107.987913  311.121600
28531 -135.821403  103.876573  309.597100
28532 -139.438821   99.143565  307.517190
28533 -142.262120   95.312286  308.234457
28534 -144.240474   92.562157  305.158585
28535 -145.518005   90.882704  304.067018
28536 -146.528809   89.767306  307.683688
28537 -147.347521   88.676569  309.644274
28538 -147.829760   88.010116  306.868848
28539 -148.445130   86.750507  306.021064
28540 -148.823231   85.949463  302.882451
28541 -149.241702   85.010970  301.320571
28542 -149.624485   84.179818  301.915341
28543 -150.267091   82.759441  304.294382
28544 -151.528291   79.889456  310.646465
28545 -153.033668   76.529754  314.497184
28546 -154.781451   72.784324  310.930683
28547 -156.172574   69.798135  309.402851
28548 -157.124731   67.761308  309.401930
28549 -157.701935   66.636620  308.853544
28550 -158.195287   65.697960  311.564328
28551 -158.862319   64.300864  313.511449
28552 -159.896672   62.106861  316.809758
28553 -161.058574   59.097337  320.426608
28554 -162.082449   56.312130  320.868721
28555 -163.413606   52.134567  321.583018
28556 -164.485123   48.480400  320.741024
28557 -165.161008   46.142168  318.906765
28558 -165.587775   44.552965  318.420344
28559 -165.994632   42.626741  318.061225
28560 -166.518404   39.808965  318.547067
28561 -167.058057   37.093576  318.501302
28562 -167.809497   33.528635  318.205517
28563 -168.475325   30.049862  316.170123
28564 -169.055017   26.195456  313.565164
28565 -169.599573   21.924931  314.651794
28566 -170.206168   16.960673  312.060866
28567 -170.733449   13.161993  311.938057
28568 -171.193572    8.978320  311.972725
28569 -171.562033    6.106429  316.384242
28570 -171.723089    3.015409  325.616183
28571 -171.862006    0.519932  341.035981
28572 -171.962377   -2.954307  358.760338
28573 -172.045215   -5.624656  368.207362
28574 -172.059901   -7.617426  372.878802
28575 -171.841589  -10.198354  375.161914
28576 -171.405972  -13.711558  377.094409
28577 -170.773705  -18.506464  381.980113
28578 -170.307257  -22.146761  383.436384
28579 -170.168251  -23.905087  386.878001
28580 -170.073805  -25.047842  386.565868
28581 -170.062697  -25.683887  387.941582
28582 -170.169495  -25.893873  387.827863
28583 -169.993777  -27.341167  390.937959
28584 -169.701955  -29.701122  392.376254
28585 -169.081535  -32.724682  390.094969
28586 -168.742917  -34.547471  386.921310
28587 -168.765531  -35.058142  383.935669
28588 -168.630657  -35.881294  386.538309
28589 -168.267080  -37.362066  385.850158
28590 -167.421604  -40.329614  387.370308
28591 -166.592143  -43.591142  384.319629
28592 -165.820974  -46.418460  383.257969
28593 -164.721630  -49.598865  382.299341
28594 -163.799431  -52.126870  378.257666
28595 -162.591768  -55.182069  374.368365
28596 -161.415965  -58.182345  373.035474
28597 -160.247002  -61.331839  375.479360
28598 -159.419703  -63.616635  380.403747
28599 -158.878965  -65.106621  383.528863
28600 -158.821695  -65.536875  383.163062
28601 -158.287778  -66.761862  384.512173
28602 -156.680776  -69.954836  390.066285
28603 -154.641828  -74.093099  393.506385
28604 -152.235873  -78.593366  395.175940
28605 -148.996721  -84.101051  392.787682
28606 -144.235948  -91.837413  388.142816
28607 -139.302708  -99.189010  380.608869
28608 -135.154940 -104.983394  376.150157
28609 -131.735349 -109.555786  374.609680
28610 -128.039041 -113.825251  374.490939
28611 -124.991477 -117.125568  376.937581
28612 -121.486549 -120.723853  377.857800
28613 -117.276202 -124.628020  379.784391
28614 -112.823642 -128.511535  379.920085
28615 -106.443673 -133.838219  384.261797
28616 -100.564886 -138.489124  387.536467
28617  -94.883780 -142.550760  388.603438
28618  -89.233055 -146.294584  385.269723
28619  -84.718150 -149.149655  385.635709
28620  -80.722655 -151.562990  383.789217
28621  -77.067598 -153.510014  384.811225
28622  -73.630927 -155.131595  384.058157
28623  -70.023558 -156.694473  386.480747
28624  -64.555304 -158.937774  384.708472
28625  -58.381973 -161.306915  385.180815
28626  -54.234533 -162.941034  386.075539
28627  -50.967599 -164.069369  387.782099
28628  -49.209331 -164.702726  386.292069
28629  -48.454601 -165.058595  384.849524
28630  -47.466432 -165.458053  387.450481
28631  -45.284035 -166.180843  387.902167
28632  -42.572352 -166.882758  383.172039
28633  -41.231717 -167.321661  380.710159
28634  -39.428815 -167.721882  377.348499
28635  -37.852630 -168.069258  376.683399
28636  -35.411001 -168.526830  379.737462
28637  -31.479235 -169.235169  383.612504
28638  -27.708772 -169.847062  381.358123
28639  -24.004449 -170.317979  380.247221
28640  -19.111156 -170.726569  382.113438
28641  -13.667451 -171.155772  386.643261
28642   -9.134864 -171.481613  388.121046
28643   -5.882491 -171.739198  387.276722
28644   -1.626565 -171.913498  382.849928
28645    3.118736 -171.854796  379.450923
28646    6.650121 -171.814386  380.566643
28647   10.096398 -171.755473  380.783716
28648   13.231466 -171.544115  379.276771
28649   15.870357 -171.241961  379.809370
28650   18.611949 -170.790407  383.558772
28651   21.437056 -170.264870  382.554509
28652   25.855153 -169.378471  383.105068
28653   31.962481 -168.181207  381.537775
28654   39.501698 -166.480539  380.110456
28655   45.631880 -164.990148  378.985586
28656   50.740316 -163.556379  377.597559
28657   56.316901 -161.739607  381.245999
28658   61.177692 -159.976051  381.144100
28659   65.914561 -158.037454  381.833188
28660   71.561343 -155.563165  383.201535
28661   77.941042 -152.492742  388.530999
28662   83.903590 -149.269220  393.470203
28663   88.997639 -146.263088  393.666805
28664   93.620106 -143.371406  391.132884
28665   96.668120 -141.429956  387.104874
28666   99.230161 -139.614017  388.199305
28667  102.048847 -137.423152  388.000814
28668  106.716588 -133.657013  385.250561
